Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Science Fiction	Kevin Costner	Warner Bros.	5.5	24045	R	Action	80000000	25-Dec-97	10	177	Based on Book/Short Story	The Postman	""	17650704	17650704
""	""	""	6.0	3085	Not Rated	Comedy	4000000	4-Aug-00	55	""	""	Psycho Beach Party	""	267972	267972
Contemporary Fiction	Gus Van Sant	Universal	4.5	19769	R	Horror	20000000	4-Dec-98	35	100	Remake	Psycho	""	21541218	37226218
Historical Fiction	Roland Emmerich	Sony Pictures	6.9	78302	R	Drama	110000000	28-Jun-00	62	165	Original Screenplay	The Patriot	""	113330342	215300000
Dramatization	Michael Mann	Universal	7.1	71323	R	Drama	102500000	1-Jul-09	68	""	Based on Book/Short Story	Public Enemies	35026854	97104620	210379983
Super Hero	""	Warner Bros.	5.9	3234	PG	Adventure	25000000	3-Jul-02	""	""	Based on TV	The Powerpuff Girls	""	11411644	16425701
Contemporary Fiction	""	Weinstein/Dimension	5.0	846	R	Horror	7500000	11-Aug-06	11	""	Remake	Pulse	""	20264436	29771485
Contemporary Fiction	Paul Thomas Anderson	Sony Pictures	7.4	49786	R	Comedy	25000000	11-Oct-02	79	""	Original Screenplay	Punch-Drunk Love	""	17791031	24591031
Super Hero	""	Lionsgate	6.1	20865	R	Action	35000000	5-Dec-08	26	101	Based on Comic/Graphic Novel	Punisher: War Zone	10872355	8050977	8199130
Science Fiction	""	Summit Entertainment	6.0	26623	PG-13	Thriller/Suspense	38000000	6-Feb-09	23	111	Original Screenplay	Push	16118548	31811527	44411527
Contemporary Fiction	Mike Newell	20th Century Fox	5.9	16160	R	Comedy	33000000	23-Apr-99	49	""	Based on Magazine Article	Pushing Tin	""	8408835	8408835
Historical Fiction	""	Warner Independent	7.6	26331	PG-13	Drama	19400000	20-Dec-06	74	125	Based on Book/Short Story	The Painted Veil	7574035	8060487	15118795
Contemporary Fiction	Mimi Leder	Warner Bros.	6.8	36762	PG-13	Drama	40000000	20-Oct-00	40	123	Based on Book/Short Story	Pay it Forward	""	33508922	33508922
Fantasy	""	Warner Bros.	4.7	20268	R	Horror	35000000	22-Feb-02	17	101	Based on Book/Short Story	Queen of the Damned	""	30307804	30307804
Historical Fiction	Phillip Noyce	Miramax	7.2	14285	R	Drama	20000000	22-Nov-02	87	""	Based on Book/Short Story	The Quiet American	""	12987647	12987647
""	""	Strand	3.5	1591	PG-13	Comedy	15000000	25-Oct-02	""	""	Original Screenplay	All the Queen's Men	""	22723	22723
Contemporary Fiction	John Erick Dowdle	Sony/Screen Gems	6.1	21939	R	Horror	12000000	10-Oct-08	58	""	Original Screenplay	Quarantine	13657408	31691811	36091811
Dramatization	Stephen Frears	Miramax	7.6	34785	PG-13	Drama	15000000	30-Sep-06	97	103	Based on Real Life Events	The Queen	29161789	56441711	122840603
Kids Fiction	""	Warner Bros.	5.0	3053	G	Adventure	40000000	15-May-98	33	85	Based on Book/Short Story	Quest for Camelot	""	22772500	38172500
Contemporary Fiction	""	Sony Pictures Classics	6.5	7689	R	Drama	900000	25-Aug-06	""	""	Original Screenplay	The Quiet	""	381420	381420
Contemporary Fiction	""	Sony Pictures Classics	7.1	2577	R	Drama	400000	2-Aug-06	""	""	Original Screenplay	Quinceanera	""	1692693	2522787
Historical Fiction	Phillip Noyce	Miramax	7.6	13241	PG	Drama	7000000	29-Nov-02	87	""	Based on Book/Short Story	Rabbit-Proof Fence	""	6199600	16199600
Dramatization	""	Sony Pictures	6.9	12070	PG	Drama	35000000	24-Oct-03	35	109	Based on Real Life Events	Radio	""	52333738	53293628
Contemporary Fiction	Francis Ford Coppola	Paramount Pictures	6.9	20514	PG-13	Drama	40000000	21-Nov-97	84	135	Based on Book/Short Story	The Rainmaker	""	45916769	45916769
Contemporary Fiction	Sylvester Stallone	Lionsgate	7.3	82600	R	Action	47500000	25-Jan-08	""	""	Based on Book/Short Story	Rambo	38751777	42754105	116754105
Contemporary Fiction	Sydney Pollack	Sony Pictures	4.8	11100	R	Drama	64000000	8-Oct-99	15	133	Based on Book/Short Story	Random Hearts	""	31054924	63200000
Kids Fiction	""	Paramount Pictures	""	""	G	Adventure	30000000	17-Nov-00	""	79	Based on TV	Rugrats in Paris	""	76501438	103284813
Kids Fiction	""	Paramount Pictures	5.0	1847	PG	Adventure	25000000	13-Jun-03	40	84	Based on TV	Rugrats Go Wild	""	39402572	55443032
Fantasy	Brad Bird	Walt Disney Pictures	8.1	131929	G	Comedy	150000000	29-Jun-07	96	111	Original Screenplay	Ratatouille	189134287	206445654	620495432
Dramatization	Taylor Hackford	Universal	""	""	PG-13	Drama	40000000	29-Oct-04	81	152	Based on Real Life Events	Ray	""	75305995	125305995
Fantasy	Uwe Boll	Romar	2.7	20137	R	Action	25000000	6-Jan-06	4	""	Based on Game	BloodRayne	10828222	2405420	2405420
Science Fiction	John McTiernan	MGM	2.8	13827	PG-13	Action	70000000	8-Feb-02	3	""	Remake	Rollerball	""	18990542	25852508
Historical Fiction	Ridley Scott	Universal	6.9	34501	PG-13	Action	210000000	14-May-10	43	140	Traditional/Legend/Fairytale	Robin Hood	""	105269730	310885538
Kids Fiction	Chris Wedge	20th Century Fox	6.4	27361	PG	Adventure	80000000	11-Mar-05	64	89	Original Screenplay	Robots	""	128200012	260700012
""	Shane Meadows	""	7.6	2393	R	""	5250000	27-Oct-00	""	""	""	A Room for Romeo Brass	""	20097	20097
Contemporary Fiction	Garry Marshall	Paramount Pictures	5.2	28497	PG	Romantic Comedy	70000000	30-Jul-99	45	116	Original Screenplay	Runaway Bride	""	152257509	308007919
Kids Fiction	""	Warner Bros.	5.2	5086	PG	Comedy	30000000	14-Jan-05	35	110	Original Screenplay	Racing Stripes	""	49772522	93772522
Contemporary Fiction	Sylvester Stallone	MGM	7.4	63717	PG	Drama	24000000	20-Dec-06	76	102	""	Rocky Balboa	34669384	70269899	155720088
Kids Fiction	David Silverman	Dreamworks SKG	6.4	8876	PG	Adventure	95000000	31-Mar-00	49	90	Original Screenplay	The Road to El Dorado	""	50802661	65700000
Factual	""	Sony Pictures	7.7	2193	PG-13	Documentary	2600000	9-Jul-04	93	""	Based on Real Life Events	Riding Giants	""	2276368	3216111
Contemporary Fiction	Brett Ratner	Universal	7.3	66386	R	Thriller/Suspense	78000000	4-Oct-02	68	125	Based on Book/Short Story	Red Dragon	""	92955420	206455420
Contemporary Fiction	Stephen Daldry	Weinstein Co.	7.7	46984	R	Drama	33000000	10-Dec-08	61	123	Based on Book/Short Story	The Reader	12359754	34192652	106107610
Fantasy	Stephen Hopkins	Warner Bros.	5.6	19881	R	Horror	40000000	5-Apr-07	8	100	Original Screenplay	The Reaping	19812272	25126214	62226214
Contemporary Fiction	Steve Carr	20th Century Fox	4.7	4485	PG	Comedy	45000000	1-Jul-05	14	""	Original Screenplay	Rebound	""	16809014	17492014
Kids Fiction	""	Walt Disney Pictures	6.2	2176	G	Comedy	10000000	16-Feb-01	62	83	Based on TV	Recess: School's Out	""	36696761	44451470
Dramatization	Brian De Palma	Magnolia Pictures	6.1	5759	R	Drama	5000000	16-Nov-07	44	90	Based on Real Life Events	Redacted	""	65388	65388
Contemporary Fiction	Wes Craven	Dreamworks SKG	6.5	42489	PG-13	Thriller/Suspense	26000000	19-Aug-05	""	85	Original Screenplay	Red-Eye	""	57891803	95891803
Historical Fiction	Mike Binder	Sony Pictures	7.7	39234	R	Drama	20000000	23-Mar-07	63	128	Original Screenplay	Reign Over Me	16021076	19661987	20081987
Science Fiction	Peter Hyams	Paramount Pictures	5.4	10249	R	Horror	60000000	10-Jan-97	32	110	Based on Book/Short Story	The Relic	""	33956608	33956608
Factual	Larry Charles	Lionsgate	7.8	23094	R	Documentary	2500000	1-Oct-08	69	101	Based on Real Life Events	Religulous	7486708	13011160	13136074
Contemporary Fiction	""	Summit Entertainment	7.0	16319	PG-13	Drama	16000000	12-Mar-10	28	""	""	Remember Me	9952465	19068240	55343435
""	Gabriele Muccino	IDP Distribution	7.0	16319	Not Rated	Comedy	6700000	3-Sep-04	""	""	Original Screenplay	Remember Me, My Love	""	223878	223878
Historical Fiction	Chris Columbus	Sony Pictures	6.9	22605	PG-13	Musical	40000000	23-Nov-05	47	""	Based on Musical/Opera	Rent	31412380	29077547	31670620
Contemporary Fiction	Howard Deutch	Warner Bros.	6.2	21542	PG-13	Comedy	50000000	11-Aug-00	39	118	Original Screenplay	The Replacements	""	44737059	50054511
Contemporary Fiction	Antoine Fuqua	Sony Pictures	5.9	13905	R	Action	30000000	6-Feb-98	39	86	Original Screenplay	The Replacement Killers	""	19035741	19035741
Science Fiction	""	Sony Pictures	5.8	52753	R	Horror	50000000	10-Sep-04	""	94	Based on Game	Resident Evil: Apocalypse	""	50740078	128940078
Science Fiction	Russell Mulcahy	Sony/Screen Gems	6.2	49502	R	Action	45000000	21-Sep-07	22	95	Based on Game	Resident Evil: Extinction	34217549	50648679	146162920
Science Fiction	Paul Anderson	Sony/Screen Gems	""	""	R	Horror	57500000	10-Sep-10	""	""	Based on Game	Resident Evil: Afterlife 3D	""	46368993	149568993
Science Fiction	Paul Anderson	Sony Pictures	6.4	68342	R	Horror	35000000	15-Mar-02	34	100	Based on Game	Resident Evil	""	40119709	103787401
Contemporary Fiction	""	MGM	6.6	9565	PG	Romantic Comedy	24000000	7-Apr-00	61	116	Original Screenplay	Return to Me	""	32662299	32662299
Historical Fiction	Sam Mendes	Paramount Vantage	7.6	45887	R	Drama	35000000	26-Dec-08	68	""	Based on Book/Short Story	Revolutionary Road	7642600	22911480	76989671
Contemporary Fiction	Michel Gondry	New Line	6.6	42470	PG-13	Comedy	20000000	22-Feb-08	65	""	Original Screenplay	Be Kind Rewind	5162454	11175164	28505302
Fantasy	""	Walt Disney Pictures	5.9	38414	PG-13	Action	60000000	19-Feb-02	40	102	Original Screenplay	Reign of Fire	""	43061982	82150183
Contemporary Fiction	John Frankenheimer	Miramax	5.5	16822	R	Action	36000000	25-Feb-00	""	104	Original Screenplay	Reindeer Games	""	23360779	23360779
Contemporary Fiction	Jonathan Demme	Sony Pictures Classics	6.9	20451	R	Drama	12000000	3-Oct-08	86	111	Original Screenplay	Rachel Getting Married	6635346	12796277	13326280
Kids Fiction	""	Paramount Pictures	5.4	4857	G	Adventure	28000000	20-Nov-98	57	79	Based on TV	The Rugrats Movie	""	100494685	140894685
Dramatization	Penny Marshall	Sony Pictures	6.2	11895	PG-13	Drama	47000000	19-Oct-01	48	131	Based on Real Life Events	Riding in Cars with Boys	""	29781453	29781453
Historical Fiction	Ang Lee	USA Films	6.4	1873	R	Western	35000000	24-Nov-99	63	""	Based on Book/Short Story	Ride With the Devil	""	630779	630779
Contemporary Fiction	""	Dreamworks SKG	5.1	28408	PG-13	Horror	50000000	18-Mar-05	20	111	Remake	The Ring Two	""	75941727	161941727
Factual	""	Lionsgate	6.8	2052	PG-13	Documentary	700000	24-Jun-05	""	""	Based on Real Life Events	Rize	""	3278611	4462763
Kids Fiction	""	Universal	4.1	10320	PG	Comedy	76000000	30-Jun-00	42	91	Based on TV	The Adventures of Rocky & Bullwinkle	""	26000610	35129610
""	David Gordon Green	Sony Pictures Classics	7.1	5632	R	Drama	1000000	14-Feb-03	71	""	Original Screenplay	All the Real Girls	""	549666	703020
Contemporary Fiction	""	Newmarket Films	7.0	4396	PG-13	Comedy	3000000	18-Oct-02	83	""	Based on Play	Real Women Have Curves	""	5853194	5853194
Historical Fiction	""	Paramount Vantage	""	""	PG-13	Comedy	2000000	2-May-08	""	""	Original Screenplay	Son of Rambow: A Home Movie	""	1785505	10573083
Contemporary Fiction	John Turturro	Borotoro	6.2	5362	R	Comedy	11000000	7-Sep-07	""	""	Original Screenplay	Romance and Cigarettes	""	551002	3231251
Contemporary Fiction	""	20th Century Fox	5.8	15684	R	Comedy	10000000	23-Feb-07	35	81	Based on TV	Reno 911!: Miami	16323972	20342161	20342161
Contemporary Fiction	John Dahl	Miramax	7.3	45439	R	Drama	12000000	11-Sep-98	64	120	Original Screenplay	Rounders	""	22921898	22921898
Contemporary Fiction	Gavin Hood	New Line	6.9	23223	R	Thriller/Suspense	27500000	19-Oct-07	46	121	Original Screenplay	Rendition	6007008	9736045	20437142
Contemporary Fiction	Peter Cattaneo	20th Century Fox	6.3	11859	PG-13	Comedy	15000000	20-Aug-08	40	102	Original Screenplay	The Rocker	7970409	6409528	8767338
Contemporary Fiction	Stephen Herek	Warner Bros.	5.8	15806	R	Drama	38000000	7-Sep-01	52	""	Original Screenplay	Rock Star	""	16991902	19317765
Contemporary Fiction	""	Walt Disney Pictures	5.5	8453	G	Drama	22000000	29-Mar-02	82	128	Original Screenplay	The Rookie	""	75600072	80693537
Contemporary Fiction	Malcolm D. Lee	Fox Searchlight	5.0	3167	PG-13	Comedy	10000000	23-Sep-05	64	""	Original Screenplay	Roll Bounce	""	17380866	17500866
Contemporary Fiction	Andrzej Bartkowiak	Warner Bros.	5.9	25309	R	Action	25000000	22-Mar-00	33	114	Original Screenplay	Romeo Must Die	""	55973336	91036760
Contemporary Fiction	John Frankenheimer	MGM	7.2	57484	R	Action	55000000	25-Sep-98	68	121	Original Screenplay	Ronin	""	41610884	41610884
""	""	IFC Films	6.8	5223	R	Drama	1500000	25-Mar-05	""	""	Original Screenplay	The Ballad of Jack and Rose	""	712294	712294
Science Fiction	""	Warner Bros.	5.3	20989	PG-13	Action	80000000	10-Nov-00	12	""	Original Screenplay	Red Planet	""	17480890	33463969
Contemporary Fiction	Darren Aronofsky	Artisan	8.5	185226	Open	Drama	4500000	6-Oct-00	78	""	Based on Book/Short Story	Requiem for a Dream	""	3635482	7390108
Contemporary Fiction	Jerry Zucker	Paramount Pictures	6.4	40087	PG-13	Comedy	48000000	17-Aug-01	43	112	Original Screenplay	Rat Race	""	56607223	86607223
Historical Fiction	Werner Herzog	MGM	7.5	37764	PG-13	Action	10000000	4-Jul-07	""	125	Based on Real Life Events	Rescue Dawn	24745520	5490423	7037886
Factual	""	New Line	2.3	3211	R	Documentary	4000000	25-Apr-03	35	""	Based on TV	The Real Cancun	""	3816594	3816594
""	""	Sony Pictures	6.7	300	""	""	15000000	28-Jan-11	""	""	""	Restless	""	0	0
Contemporary Fiction	Boaz Yakin	Walt Disney Pictures	7.5	49844	PG	Drama	30000000	29-Sep-00	72	113	Based on Real Life Events	Remember the Titans	""	115654751	136706683
Contemporary Fiction	Jon Avnet	Overture Films	6.0	34641	R	Thriller/Suspense	60000000	12-Sep-08	20	100	Original Screenplay	Righteous Kill	16209689	40081410	76781410
Contemporary Fiction	Todd Phillips	Dreamworks SKG	6.4	44702	R	Comedy	16000000	19-May-00	59	94	Original Screenplay	Road Trip	""	68525609	119739110
Contemporary Fiction	""	Paramount Pictures	6.0	23752	R	Horror	25000000	4-Apr-08	47	""	Based on Book/Short Story	The Ruins	10610865	17432844	22177122
Contemporary Fiction	William Friedkin	Paramount Pictures	6.2	18462	R	Thriller/Suspense	60000000	7-Apr-00	37	127	Based on Book/Short Story	Rules of Engagement	""	61322858	71719931
Contemporary Fiction	Peter Berg	Universal	6.6	30855	PG-13	Action	85000000	26-Sep-03	""	104	Original Screenplay	The Rundown	""	47641743	80831893
Contemporary Fiction	""	New Line	7.5	39447	R	Action	17000000	24-Feb-06	40	""	Original Screenplay	Running Scared	""	6855137	8345277
Dramatization	""	Sony Pictures	6.0	12926	R	Comedy	12000000	20-Oct-06	30	116	Based on Book/Short Story	Running With Scissors	1877732	6775659	7213629
Contemporary Fiction	Brett Ratner	New Line	6.4	52049	PG-13	Action	90000000	3-Aug-01	51	90	Original Screenplay	Rush Hour 2	""	226164286	347425832
Contemporary Fiction	Brett Ratner	New Line	6.0	39312	PG-13	Action	180000000	10-Aug-07	19	91	Original Screenplay	Rush Hour 3	40854922	140125968	253025968
Contemporary Fiction	Brett Ratner	New Line	6.8	55248	PG-13	Action	35000000	18-Sep-98	60	98	Original Screenplay	Rush Hour	""	141186864	245300000
Contemporary Fiction	Wes Anderson	Walt Disney Pictures	7.8	53192	R	Black Comedy	10000000	11-Dec-98	87	89	Original Screenplay	Rushmore	""	17105219	19080435
Contemporary Fiction	Barry Sonnenfeld	Sony Pictures	""	""	PG	Comedy	55000000	28-Apr-06	""	""	Original Screenplay	R.V.	32041099	71724497	87524497
Historical Fiction	""	20th Century Fox	6.9	15804	R	Horror	12000000	19-Mar-99	39	""	Original Screenplay	Ravenous	""	2062406	2062406
Contemporary Fiction	""	New Line	5.2	8634	PG	Drama	15000000	8-Oct-04	16	""	Original Screenplay	Raise Your Voice	""	10411980	14811980
Dramatization	""	MGM	8.3	92106	PG-13	Drama	17500000	22-Dec-04	90	""	Original Screenplay	Hotel Rwanda	""	23519128	33919128
Contemporary Fiction	""	Paramount Pictures	5.9	30739	PG-13	Adventure	145000000	8-Apr-05	39	123	Based on Book/Short Story	Sahara	""	68671925	121671925
Contemporary Fiction	Phillip Noyce	Paramount Pictures	5.9	27413	PG-13	Action	90000000	4-Apr-97	30	116	Based on TV	The Saint	""	61363304	169400000
Contemporary Fiction	""	Freestyle Releasing	3.5	308	PG-13	Comedy	1500000	11-May-07	12	""	Based on Play	The Salon	""	139084	139084
Contemporary Fiction	""	New Line	7.4	36448	PG-13	Drama	22000000	28-Dec-01	34	132	Original Screenplay	I Am Sam	""	40270895	40270895
Contemporary Fiction	D.J. Caruso	Warner Bros.	7.1	16415	R	Thriller/Suspense	18000000	26-Apr-02	63	""	Original Screenplay	The Salton Sea	""	676698	676698
Contemporary Fiction	""	Warner Bros.	3.9	13796	R	Comedy	95000000	27-May-10	15	""	Based on TV	Sex and the City 2	""	95347692	288347692
Contemporary Fiction	""	MGM	7.0	22784	PG-13	Comedy	5000000	28-May-04	""	""	Original Screenplay	Saved!	""	8886160	10102511
Contemporary Fiction	Dennis Dugan	Sony Pictures	5.6	18748	R	Comedy	22000000	9-Feb-01	""	""	Original Screenplay	Saving Silverman	""	19351569	19351569
Contemporary Fiction	""	Lionsgate	7.7	112785	R	Horror	1200000	29-Oct-04	48	100	Original Screenplay	Saw	""	55185045	103096345
Contemporary Fiction	Darren Lynn Bousman	Lionsgate	6.8	76530	R	Horror	5000000	28-Oct-05	36	91	Original Screenplay	Saw II	44699720	87025093	152925093
Contemporary Fiction	Darren Lynn Bousman	Lionsgate	6.3	60784	R	Horror	10000000	27-Oct-06	25	107	Original Screenplay	Saw III	47153811	80238724	163876815
Contemporary Fiction	Darren Lynn Bousman	Lionsgate	6.0	44730	R	Horror	10000000	26-Oct-07	17	""	Original Screenplay	Saw IV	31998452	63300095	134528909
Contemporary Fiction	""	Lionsgate	5.7	31219	R	Horror	10800000	24-Oct-08	13	""	Original Screenplay	Saw V	26535833	56746769	113146769
Contemporary Fiction	Kevin Greutert	Lionsgate	6.2	18091	R	Horror	11000000	23-Oct-09	42	91	Original Screenplay	Saw VI	8308717	27693292	61259697
Contemporary Fiction	""	20th Century Fox	4.6	7736	R	Comedy	25000000	23-Mar-01	9	""	Original Screenplay	Say It Isn't So	""	5516708	5516708
Contemporary Fiction	""	TLA Releasing	5.7	431	R	Comedy	2000000	23-Jun-06	""	""	Original Screenplay	Say Uncle	""	5361	5361
Kids Fiction	Robert Rodriguez	Miramax/Dimension	3.6	5619	PG	Adventure	50000000	10-Jun-05	20	""	Original Screenplay	The Adventures of Sharkboy and Lavagirl in 3-D	""	39177684	69425966
Historical Fiction	Gary Ross	Universal	7.4	31033	PG-13	Drama	86000000	25-Jul-03	77	141	Based on Book/Short Story	Seabiscuit	""	120277854	148336445
Science Fiction	Richard Linklater	Warner Independent	7.2	41928	R	Thriller/Suspense	20000000	7-Jul-06	68	""	Based on Book/Short Story	A Scanner Darkly	""	5501616	7405084
Contemporary Fiction	Keenen Ivory Wayans	Miramax/Dimension	4.7	43941	R	Comedy	45000000	4-Jul-01	14	82	Original Screenplay	Scary Movie 2	""	71277420	141189101
Contemporary Fiction	David Zucker	Miramax/Dimension	5.4	42829	PG-13	Comedy	45000000	24-Oct-03	37	84	Original Screenplay	Scary Movie 3	""	110000082	155200000
Contemporary Fiction	David Zucker	Weinstein/Dimension	5.0	39542	PG-13	Comedy	40000000	14-Apr-06	37	""	Original Screenplay	Scary Movie 4	22401247	90710620	178710620
Kids Fiction	Raja Gosnell	Warner Bros.	4.8	10749	PG	Comedy	25000000	26-Mar-04	""	93	Based on TV	Scooby-Doo 2: Monsters Unleashed	""	84185387	181185387
Kids Fiction	Raja Gosnell	Warner Bros.	4.7	26018	PG	Comedy	84000000	14-Jun-02	28	86	Based on TV	Scooby-Doo	""	153294164	276294164
Contemporary Fiction	Alexander Payne	New Line	7.3	53760	R	Drama	30000000	13-Dec-02	85	125	Based on Book/Short Story	About Schmidt	""	65005217	105823486
Contemporary Fiction	Richard Linklater	Paramount Pictures	7.2	63188	PG-13	Comedy	20000000	3-Oct-03	""	108	Original Screenplay	The School of Rock	""	81261177	131161177
Contemporary Fiction	Todd Phillips	MGM	6.0	15536	PG-13	Comedy	20000000	29-Sep-06	26	101	Remake	School for Scoundrels	13739501	17807569	17807569
Contemporary Fiction	Woody Allen	Focus/Rogue Pictures	6.8	30336	PG-13	Romantic Comedy	4000000	28-Jul-06	39	""	Original Screenplay	Scoop	""	10525717	39125717
Contemporary Fiction	Frank Oz	Paramount Pictures	6.8	42616	R	Thriller/Suspense	68000000	13-Jul-01	74	124	Original Screenplay	The Score	""	71069884	113542091
